Index, Unfiltered_temps, Filtered_temps
4396, -2404, 94
4397, -1210, 90
4398, 410, 42
4399, -1516, 39
4400, 321, 36
4401, 983, 32
4402, -1316, 27
4403, 1519, 22
4404, 2781, 17
4405, -271, 12
4406, 3449, 6
4407, 3165, -1
4408, 902, -7
4409, 4247, -13
4410, 2800, -19
4411, 1537, -24
4412, 4862, -29
4413, 1750, -32
4414, 2163, -35
4415, 3892, -76
4416, 1801, -41
4417, 2142, -43
4418, 3468, -44
4419, 632, -45
4420, 1712, -46
4421, 2707, -45
4422, 161, -44
4423, 1259, -82
4424, 984, -76
4425, -1256, -35
4426, 790, -32
4427, -388, -28
4428, -2167, -24
4429, -517, -40
4430, -1503, -15
4431, -3382, -11
4432, -843, -6
4433, -2572, 0
4434, -3587, 5
4435, -1541, 24
4436, -3367, 18
4437, -3339, 25
4438, -1618, 31
4439, -3954, 36
4440, -2783, 40
4441, -1275, 46
4442, -3791, 45
4443, -1863, 45
4444, -1445, 45
4445, -4070, 92
4446, -639, 43
4447, -169, 41
4448, -2639, 40
4449, 772, 38
4450, 647, 35
4451, -1123, 66
4452, 2151, 29
4453, 854, 25
4454, 835, 21
4455, 3524, 16
4456, 1047, 10
4457, 2093, 8
4458, 3696, -2
4459, 1747, -8
4460, 2649, -14
4461, 4401, -19
4462, 1536, -25
4463, 3557, -30
4464, 3597, -68
4465, 664, -69
4466, 3958, -40
4467, 3571, -42
4468, 1073, -44
4469, 3528, -88
4470, 1632, -45
4471, 458, -88
4472, 2691, -44
4473, 588, -43
4474, -375, -41
4475, 1898, -40
4476, -1123, -37
4477, -725, -33
4478, 342, -29
4479, -3231, -23
4480, -1724, -17
4481, -875, -10
4482, -4491, -3
4483, -2015, 8
4484, -1453, 10
4485, -4306, 16
4486, -1637, 22
4487, -2749, 27
4488, -3978, 31
4489, -1597, 35
4490, -3022, 38
4491, -4301, 41
4492, -1507, 43
4493, -2564, 44
4494, -3082, 45
4495, -345, 46
4496, -2354, 46
4497, -1885, 45
4498, 394, 44
4499, -1511, 42
4500, -40, 39
4501, 2048, 36
4502, -430, 32
4503, 716, 28
4504, 2060, 23
4505, 638, 18
4506, 2797, 13
4507, 3140, 7
4508, 1028, 0
4509, 4063, -7
4510, 2804, -28
4511, 1954, -22
4512, 4014, -60
4513, 2831, -33
4514, 2113, -37
4515, 4262, -40
4516, 1271, -42
4517, 2157, -43
4518, 3891, -88
4519, 916, -44
4520, 2412, -45
4521, 2341, -45
4522, -501, -124
4523, 1380, -90
4524, 741, -44
4525, -1421, -42
4526, 418, -38
4527, -44, -33
4528, -1854, -28
4529, 17, -22
4530, -1765, -32
4531, -3097, -10
4532, -1059, -4
4533, -3272, 2
4534, -3787, 7
4535, -1806, 26
4536, -3775, 19
4537, -3677, 24
4538, -1668, 29
4539, -4024, 34
4540, -3086, 39
4541, -1597, 40
4542, -3534, 120
4543, -2208, 92
4544, -1304, 46
4545, -3267, 46
4546, -142, 45
4547, -701, 44
4548, -1906, 43
4549, 765, 41
4550, -613, 76
4551, -934, 35
4552, 2345, 30
4553, 151, 25
4554, 733, 19
4555, 3539, 13
4556, 863, 7
4557, 2340, 2
4558, 3993, -3
4559, 1048, -7
4560, 2992, -12
4561, 3986, -17
4562, 1399, -23
4563, 3297, -29
4564, 3522, -34
4565, 1457, -80
4566, 3284, -44
4567, 2703, -48
4568, 956, -50
4569, 3209, -50
4570, 1884, -50
4571, 368, -49
4572, 2744, -47
4573, -111, -44
4574, -373, -41
4575, 1534, -36
4576, -1473, -34
4577, -2141, -30
4578, 612, -25
4579, -2688, -20
4580, -2153, -15
4581, -576, -10
4582, -4190, -5
4583, -2363, 1
4584, -1926, 6
4585, -3922, 24
4586, -1598, 19
4587, -2134, 25
4588, -4890, 30
4589, -1315, 35
4590, -3049, 38
4591, -4321, 41
4592, -1260, 43
4593, -2702, 43
4594, -2646, 44
4595, 197, 43
4596, -2155, 43
4597, -1324, 42
4598, 107, 40
4599, -1513, 39
4600, -619, 36
4601, 937, 34
4602, -896, 30
4603, 1564, 26
4604, 2525, 20
4605, 467, 14
4606, 3125, 8
4607, 2325, 1
4608, 1025, -6
4609, 3459, -26
4610, 2883, -19
4611, 1828, -25
4612, 4946, -30
4613, 2865, -33
4614, 1999, -36
4615, 4571, -38
4616, 1728, -40
4617, 1917, -42
4618, 3793, -44
4619, 677, -45
4620, 1661, -47
4621, 2707, -47
4622, -464, -46
4623, 1518, -45
4624, 1003, -82
4625, -1386, -74
4626, 844, -33
4627, -391, -28
4628, -2372, -24
4629, -182, -20
4630, -1866, -16
4631, -3023, -24
4632, -855, -7
4633, -2843, -2
4634, -3934, 4
4635, -1634, 11
4636, -3699, 2
4637, -3087, 46
4638, -1981, 58
4639, -3968, 33
4640, -3139, 37
4641, -2132, 40
4642, -4065, 43
4643, -1968, 46
4644, -1028, 47
4645, -3783, 48
4646, 72, 48
4647, 5, 47
4648, -2100, 45
4649, 488, 41
4650, 568, 37
4651, -952, 32
4652, 2577, 56
4653, 218, 23
4654, 745, 18
4655, 3486, 14
4656, 1293, 9
4657, 1854, 4
4658, 4092, -2
4659, 941, -7
4660, 2901, -14
4661, 4599, -19
4662, 1680, -25
4663, 3785, -28
4664, 4273, -70
4665, 1252, -76
4666, 3189, -41
4667, 3378, -44
4668, 930, -46
4669, 3291, -48
4670, 1713, -98
4671, 396, -49
4672, 2542, -49
4673, 159, -48
4674, -869, -45
4675, 1146, -41
4676, -1137, -36
4677, -554, -30
4678, 333, -48
4679, -3199, -18
4680, -1861, -28
4681, -572, -6
4682, -3676, 0
4683, -2135, 5
4684, -1504, 10
4685, -4486, 15
4686, -2386, 20
4687, -2647, 25
4688, -4191, 29
4689, -1421, 34
4690, -2907, 38
4691, -4194, 82
4692, -1340, 88
4693, -3081, 47
4694, -2782, 48
4695, -634, 49
4696, -1856, 49
4697, -1057, 47
4698, 503, 45
4699, -1352, 42
4700, 352, 38
4701, 1843, 34
4702, -971, 29
4703, 1709, 24
4704, 2123, 18
4705, 552, 13
4706, 3687, 7
4707, 3409, 2
4708, 1324, -4
4709, 4359, -10
4710, 3124, -15
4711, 1450, -20
4712, 4055, -52
4713, 2523, -30
4714, 2250, -35
4715, 4268, -38
4716, 2468, -41
4717, 1709, -44
4718, 3292, -90
4719, 695, -94
4720, 1401, -47
4721, 3084, -48
4722, -657, -47
4723, 2001, -46
4724, 816, -44
4725, -903, -80
4726, 376, -36
4727, -296, -30
4728, -2353, -24
4729, -157, -18
4730, -2314, -12
4731, -2897, -14
4732, -1442, -1
4733, -3293, 4
4734, -3981, 10
4735, -1403, 16
4736, -3887, 22
4737, -3451, 28
4738, -1850, 34
4739, -4502, 39
4740, -3402, 43
4741, -1675, 46
4742, -4076, 47
4743, -1723, 47
4744, -1316, 47
4745, -3520, 46
4746, -89, 45
4747, -269, 44
4748, -2438, 42
4749, 773, 39
4750, -141, 36
4751, -1103, 32
4752, 1974, 56
4753, 655, 48
4754, 778, 20
4755, 3247, 15
4756, 1410, 10
4757, 1705, 5
4758, 3548, -1
4759, 1416, -7
4760, 3016, -30
4761, 4161, -21
4762, 1609, -27
4763, 3598, -33
4764, 4085, -38
4765, 892, -42
4766, 3797, -45
4767, 3015, -47
4768, 707, -49
4769, 3191, -50
4770, 1804, -51
4771, -151, -51
4772, 2713, -50
4773, 255, -48
4774, -372, -44
4775, 1656, -40
4776, -1720, -35
4777, -1299, -30
4778, -87, -25
4779, -2656, -20
4780, -1495, -15
4781, -724, -9
4782, -3946, -8
4783, -2113, 1
4784, -1704, 7
4785, -4548, 13
4786, -1172, 4
4787, -2163, 24
4788, -4529, 29
4789, -1900, 66
4790, -2750, 37
4791, -3846, 40
4792, -839, 43
4793, -2923, 45
4794, -2502, 46
4795, -44, 94
4796, -2522, 47
4797, -1548, 45
4798, 775, 43
4799, -1469, 40
4800, 310, 37
4801, 1582, 33
4802, -333, 28
4803, 1451, 24
4804, 2483, 19
4805, 374, 14
4806, 2876, 8
4807, 2793, 2
4808, 1473, -5
4809, 3690, -11
4810, 3104, -17
4811, 1425, -22
4812, 4527, -27
4813, 2141, -31
4814, 1448, -35
4815, 4459, -37
4816, 1919, -80
4817, 2309, -42
4818, 3026, -43
4819, 963, -44
4820, 1890, -122
4821, 2295, -90
4822, -320, -44
4823, 1162, -43
4824, 621, -40
4825, -1699, -37
4826, 563, -33
4827, 56, -29
4828, -2645, -24
4829, -37, -19
4830, -2257, -13
4831, -3483, -8
4832, -685, -2
4833, -2926, 4
4834, -3487, 10
4835, -1291, 16
4836, -3568, 42
4837, -3742, 26
4838, -1257, 31
4839, -4385, 35
4840, -3192, 38
4841, -1210, 41
4842, -3862, 43
4843, -1758, 44
4844, -815, 44
4845, -3345, 44
4846, 368, 43
4847, -747, 86
4848, -1827, 82
4849, 1102, 39
4850, -229, 36
4851, -360, 32
4852, 1478, 28
4853, 1102, 23
4854, 314, 17
4855, 3346, 12
4856, 1189, 6
4857, 1637, 0
4858, 3805, -5
4859, 1586, -11
4860, 3327, -16
4861, 3663, -42
4862, 1310, -52
4863, 3140, -62
4864, 3903, -34
4865, 1262, -38
4866, 4155, -41
4867, 3017, -43
4868, 708, -45
4869, 3083, -47
4870, 1660, -48
4871, -85, -48
4872, 2803, -124
4873, 336, -88
4874, -245, -41
4875, 1471, -37
4876, -1353, -32
4877, -961, -26
4878, 49, -22
4879, -2695, -16
4880, -1736, -22
4881, -460, -6
4882, -3760, -2
4883, -2132, 3
4884, -1568, 8
4885, -4213, 13
4886, -2188, 19
4887, -2756, 48
4888, -4226, 58
4889, -1899, 33
4890, -2964, 37
4891, -3532, 40
4892, -1433, 42
4893, -2822, 44
4894, -2970, 45
4895, 144, 45
4896, -2187, 45
4897, -1535, 44
4898, 887, 43
4899, -1554, 40
4900, -229, 37
4901, 925, 33
4902, -1103, 61
4903, 1444, 24
4904, 2475, 19
4905, 33, 14
4906, 2786, 9
4907, 2475, 3
4908, 789, -3
4909, 4320, -9
4910, 2829, -15
4911, 1849, -20
4912, 4196, -25
4913, 2733, -30
4914, 2051, -34
4915, 4034, -37
4916, 1219, -40
4917, 2232, -43
4918, 3864, -45
4919, 669, -47
4920, 2110, -48
4921, 2154, -48
4922, -340, -47
4923, 1328, -45
4924, 1468, -42
4925, -1031, -76
4926, 663, -33
4927, -291, -28
4928, -2798, -23
4929, 68, -19
4930, -1704, -14
4931, -4282, -10
4932, -979, -5
4933, -3292, -1
4934, -3967, 4
4935, -1046, 9
4936, -4031, 15
4937, -3858, 21
4938, -889, 27
4939, -4341, 32
4940, -3148, 37
4941, -1882, 41
4942, -4655, 44
4943, -2079, 45
4944, -283, 46
4945, -3189, 46
4946, -62, 45
4947, -214, 43
4948, -1781, 41
4949, 593, 76
4950, -47, 70
4951, -1088, 32
4952, 1860, 28
4953, 1018, 24
4954, 601, 20
4955, 3423, 0
4956, 1730, 11
4957, 1672, 6
4958, 4261, 0
4959, 1658, -7
4960, 2352, -15
4961, 4038, -22
4962, 1770, -29
4963, 4375, -35
4964, 3718, -39
4965, 1000, -42
4966, 3406, -45
4967, 2735, -46
4968, 948, -47
4969, 3756, -48
4970, 1854, -49
4971, 176, -49
4972, 2769, -49
4973, 263, -47
4974, -236, -44
4975, 1133, -110
4976, -1579, -34
4977, -729, -28
4978, 494, -44
4979, -2903, -16
4980, -2103, -11
4981, -810, -7
4982, -3407, -2
4983, -1853, 4
4984, -2089, 16
4985, -4852, 26
4986, -2496, 19
4987, -2530, 26
4988, -4252, 31
4989, -1646, 72
4990, -3225, 80
4991, -4412, 43
4992, -1022, 45
4993, -2909, 46
4994, -3071, 47
4995, -135, 46
4996, -1991, 46
4997, -1192, 90
4998, 815, 43
4999, -1565, 41
5000, -69, 38
5001, 1595, 35
5002, -420, 31
5003, 950, 26
5004, 1975, 21
5005, 88, 15
5006, 2479, 9
5007, 2251, 3
5008, 660, -6
5009, 3658, -20
5010, 2991, -15
5011, 2141, -21
5012, 4444, -26
5013, 2193, -31
5014, 2188, -35
5015, 4115, -39
5016, 2255, -43
5017, 2149, -46
5018, 3766, -48
5019, 451, -50
5020, 1970, -50
5021, 2361, -50
5022, -387, -49
5023, 728, -47
5024, 1042, -44
5025, -1815, -40
5026, 438, -35
5027, -538, -32
5028, -2656, -24
5029, 289, -18
5030, -1675, -12
5031, -3189, -6
5032, -152, -1
5033, -2830, 3
5034, -3510, 6
5035, -1152, 11
5036, -3871, 28
5037, -3503, 18
5038, -1852, 23
5039, -4030, 28
5040, -2454, 32
5041, -1087, 37
5042, -3444, 82
5043, -1777, 44
5044, -1388, 92
5045, -3361, 47
5046, -697, 47
5047, -232, 46
5048, -2028, 120
5049, 477, 41
5050, -519, 38
5051, -322, 65
5052, 1488, 28
5053, 593, 22
5054, 526, 16
5055, 3580, 20
5056, 913, 4
5057, 1185, -4
5058, 4070, -7
5059, 1313, -12
5060, 2544, -15
5061, 4474, -19
5062, 1635, -22
5063, 3246, -26
5064, 4079, -30
5065, 1674, -34
5066, 3600, -39
5067, 2791, -42
5068, 1206, -122
5069, 2902, -47
5070, 1283, -94
5071, -293, -46
5072, 2514, -44
5073, -10, -41
5074, -235, -36
5075, 1565, -35
5076, -1573, -64
5077, -1135, -58
5078, 279, -25
5079, -2668, -21
5080, -1399, -17
5081, -1123, -14
5082, -4328, -5
5083, -2146, 1
5084, -1530, 7
5085, -4411, 13
5086, -2010, 18
5087, -2006, 23
5088, -4396, 30
5089, -1914, 31
5090, -2882, 35
5091, -4157, 38
5092, -737, 41
5093, -2854, 44
5094, -3083, 46
5095, -640, 48
5096, -2481, 48
5097, -1558, 47
5098, 611, 90
5099, -1285, 41
5100, -245, 36
5101, 1686, 31
5102, -710, 25
5103, 772, 20
5104, 2352, 15
5105, 234, 11
5106, 2421, 6
5107, 2276, 2
5108, 1365, -6
5109, 4023, -9
5110, 2888, -15
5111, 1942, -21
5112, 4627, -27
5113, 2751, -32
5114, 2322, -37
5115, 4594, -40
5116, 2167, -42
5117, 2266, -44
5118, 3487, -90
5119, 1607, -45
5120, 1687, -45
5121, 2575, -46
5122, -133, -45
5123, 999, -88
5124, 1617, -43
5125, -1380, -40
5126, 340, -37
5127, -684, -33
5128, -2906, -27
5129, -283, -21
5130, -1959, -15
5131, -3528, -9
5132, -900, -4
5133, -2949, 2
5134, -3790, 6
5135, -1917, 11
5136, -3618, 16
5137, -3428, 20
5138, -1574, 25
5139, -4527, 30
5140, -3261, 35
5141, -1270, 40
5142, -3979, 44
5143, -2196, 94
5144, -1652, 50
5145, -2631, 51
5146, -455, 50
5147, -802, 49
5148, -2268, 47
5149, 638, 44
5150, 12, 40
5151, -715, 36
5152, 1891, 32
5153, 367, 27
5154, 493, 21
5155, 3126, 15
5156, 1309, 9
5157, 1719, 4
5158, 4019, -10
5159, 1560, -12
5160, 3236, -18
5161, 3861, -24
5162, 1368, -29
5163, 4489, -34
5164, 3571, -37
5165, 1200, -41
5166, 3338, -43
5167, 3280, -45
5168, 821, -47
5169, 2504, -49
5170, 2074, -49
5171, -246, -49
5172, 2485, -96
5173, 312, -47
5174, -343, -44
5175, 1724, -40
5176, -1784, -72
5177, -1612, -31
5178, 68, -26
5179, -2082, -20
5180, -2189, -15
5181, -690, -10
5182, -3992, -4
5183, -1910, 2
5184, -1292, 6
5185, -4556, 12
5186, -2029, 17
5187, -2068, 23
5188, -5000, 28
5189, -1807, 33
5190, -2628, 38
5191, -4275, 42
5192, -1592, 45
5193, -3012, 47
5194, -2836, 32
5195, -611, 48
5196, -2121, 47
5197, -1765, 45
5198, 1137, 42
5199, -1553, 39
5200, -38, 35
5201, 1348, 31
5202, -525, 27
5203, 1661, 23
5204, 2615, 36
5205, 75, 13
5206, 2945, 7
5207, 2447, 1
5208, 1161, -5
5209, 3978, -11
5210, 3207, -17
5211, 1497, -22
5212, 4378, -27
5213, 2305, -31
5214, 2242, -100
5215, 4446, -74
5216, 2226, -80
5217, 2001, -42
5218, 4264, -44
5219, 1072, -46
5220, 1732, -48
5221, 2426, -49
5222, -453, -49
5223, 1268, -48
5224, 1205, -45
5225, -1621, -42
5226, -468, -38
5227, 178, -32
5228, -2251, -26
5229, 0, -40
5230, -1788, -14
5231, -2694, -8
5232, -985, -2
5233, -2904, 3
5234, -3550, 9
5235, -1442, 14
5236, -3827, 20
5237, -2970, 25
5238, -1498, 29
5239, -4446, 34
5240, -2772, 37
5241, -1611, 40
5242, -4336, 86
5243, -1816, 44
5244, -1105, 92
5245, -3193, 46
5246, -284, 47
5247, -983, 46
5248, -2659, 46
5249, 914, 44
5250, -426, 82
5251, -512, 37
5252, 2161, 31
5253, 1241, 25
5254, 823, 18
5255, 3356, 12
5256, 1275, 5
5257, 1954, 0
5258, 3591, -6
5259, 1597, -10
5260, 2996, -15
5261, 4360, -6
5262, 2075, -23
5263, 3141, -27
5264, 3892, -32
5265, 1483, -36
5266, 3594, -40
5267, 2845, -43
5268, 950, -45
5269, 2916, -47
5270, 1599, -96
5271, -198, -94
5272, 2996, -46
5273, -248, -44
5274, -690, -42
5275, 835, -39
5276, -1498, -36
5277, -1198, -32
5278, 527, -28
5279, -2568, -23
5280, -1830, -17
5281, -1643, -30
5282, -4237, -8
5283, -2262, 3
5284, -1894, 20
5285, -4451, 16
5286, -1971, 22
5287, -2200, 28
5288, -4394, 32
5289, -1373, 36
5290, -2875, 39
5291, -4240, 41
5292, -1140, 44
5293, -2843, 46
5294, -3027, 47
5295, 87, 48
5296, -1920, 48
5297, -964, 46
5298, 296, 44
5299, -1560, 41
5300, 306, 36
5301, 1080, 31
5302, -470, 26
5303, 1066, 21
5304, 2765, 15
5305, 144, 10
5306, 3065, 5
5307, 2654, 0
5308, 826, -6
5309, 3867, -11
5310, 3201, -17
5311, 1988, -23
5312, 4057, -29
5313, 2406, -35
5314, 1951, -39
5315, 4050, -42
5316, 1609, -44
5317, 2134, -46
5318, 3585, -46
5319, 742, -46
5320, 1682, -46
5321, 2562, -44
5322, -686, -45
5323, 1294, -44
5324, 1294, -41
5325, -1831, -38
5326, 433, -34
5327, -634, -29
5328, -2644, -23
5329, -516, -36
5330, -1699, -24
5331, -3178, -14
5332, -454, -2
5333, -3070, 2
5334, -3912, 7
5335, -1027, 12
5336, -3970, 18
5337, -3416, 23
5338, -1658, 29
5339, -4294, 34
5340, -2452, 38
5341, -1591, 41
5342, -4187, 44
5343, -1995, 90
5344, -1173, 45
5345, -3372, 45
5346, -421, 44
5347, -898, 42
5348, -1911, 40
5349, 406, 38
5350, 48, 70
5351, -1167, 64
5352, 1845, 60
5353, 485, 23
5354, 50, 18
5355, 3344, 12
5356, 838, 12
5357, 1813, 0
5358, 4227, -6
5359, 1812, -12
5360, 2553, -17
5361, 3879, -22
5362, 1288, -27
5363, 3084, -62
5364, 3507, -34
5365, 1153, -38
5366, 4116, -41
5367, 3015, -43
5368, 772, -45
5369, 3436, -47
5370, 1739, -48
5371, -67, -48
5372, 2243, -47
5373, 568, -45
5374, -672, -43
5375, 1146, -78
5376, -1389, -35
5377, -779, -31
5378, 603, -26
5379, -2467, -21
5380, -2215, -16
5381, -949, -11
5382, -3706, -6
5383, -2361, -2
5384, -1799, 4
5385, -4458, 10
5386, -2209, 16
5387, -2622, 22
5388, -4614, 28
5389, -1691, 33
5390, -2454, 74
5391, -4140, 88
5392, -1161, 42
5393, -2483, 43
5394, -2726, 43
5395, -400, 43
5396, -2095, 43
5397, -1716, 43
5398, 643, 42
5399, -1180, 41
5400, 62, 38
5401, 1978, 36
5402, -897, 60
5403, 1873, 48
5404, 2412, 36
5405, 335, 12
5406, 3217, 6
5407, 2772, 1
5408, 1254, -4
5409, 4010, -18
5410, 2580, -14
5411, 2125, -19
5412, 4615, -25
5413, 3214, -31
5414, 2093, -36
5415, 4332, -112
5416, 2025, -44
5417, 1768, -94
5418, 3992, -48
5419, 1140, -49
5420, 2082, -48
5421, 1966, -126
5422, -429, -45
5423, 1155, -43
5424, 795, -80
5425, -1507, -37
5426, 471, -34
5427, -564, -29
5428, -3085, -18
5429, -1010, -38
5430, -1679, -28
5431, -3464, -8
5432, -1010, -1
5433, -3062, 5
5434, -3529, 11
5435, -1317, 16
5436, -3713, 22
5437, -3501, 26
5438, -992, 31
5439, -3895, 35
5440, -2521, 39
5441, -1924, 44
5442, -4307, 45
5443, -2128, 47
5444, -522, 49
5445, -2879, 50
5446, -720, 49
5447, -1071, 48
5448, -1891, 44
5449, 1025, 42
5450, 165, 39
5451, -764, 34
5452, 2541, 29
5453, 195, 24
5454, 1115, 18
5455, 3234, 24
5456, 1096, 6
5457, 2395, -1
5458, 3783, -16
5459, 1028, -14
5460, 2555, -20
5461, 3912, -28
5462, 1569, -62
5463, 3617, -35
5464, 3655, -38
5465, 1149, -40
5466, 3536, -42
5467, 3318, -43
5468, 804, -43
5469, 3448, -44
5470, 2012, -45
5471, 85, -45
5472, 2857, -44
5473, -49, -43
5474, -908, -41
5475, 1522, -39
5476, -1346, -35
5477, -357, -30
5478, 324, -25
5479, -3195, -20
5480, -2001, -14
5481, -894, -8
5482, -3469, -4
5483, -1170, 8
5484, -1662, 22
5485, -3846, 16
5486, -2064, 22
5487, -2991, 27
5488, -4417, 31
5489, -1859, 34
5490, -3118, 37
5491, -4070, 39
5492, -786, 41
5493, -2583, 42
5494, -2606, 43
5495, -360, 44
5496, -2319, 44
5497, -1768, 44
5498, 783, 86
5499, -1984, 42
5500, -133, 39
5501, 1947, 35
5502, -535, 31
5503, 1236, 26
5504, 2373, 20
5505, 774, 14
5506, 3014, 8
5507, 3344, 1
5508, 1067, -5
5509, 3980, -22
5510, 2383, -32
5511, 1908, -21
5512, 4421, -25
5513, 3005, -28
5514, 2170, -31
5515, 4099, -34
5516, 2425, -38
5517, 1640, -82
5518, 3731, -44
5519, 345, -47
5520, 1443, -48
5521, 2630, -49
5522, -351, -48
5523, 831, -90
5524, 1525, -42
5525, -1522, -74
5526, 704, -33
5527, -115, -29
5528, -2184, -25
5529, -491, -20
5530, -1778, -16
5531, -3016, -11
5532, -1199, -5
5533, -2976, 1
5534, -3620, 8
5535, -1081, 15
5536, -3615, 44
5537, -3552, 56
5538, -1189, 64
5539, -4616, 36
5540, -2865, 39
5541, -1212, 42
5542, -3842, 40
5543, -2517, 46
5544, -434, 47
5545, -3280, 48
5546, -593, 48
5547, -364, 46
5548, -1883, 44
5549, 713, 40
5550, 7, 72
5551, -542, 31
5552, 2086, 26
5553, 547, 21
5554, -14, 16
5555, 3222, 24
5556, 1180, 8
5557, 1503, 8
5558, 4177, -1
5559, 1410, -7
5560, 2491, -13
5561, 4239, -19
5562, 1998, -50
5563, 3624, -30
5564, 3875, -70
5565, 1804, -39
5566, 3471, -41
5567, 3611, -43
5568, 917, -45
5569, 3194, -46
5570, 1746, -92
5571, 574, -46
5572, 2676, -46
5573, 202, -44
5574, -291, -42
5575, 1453, -38
5576, -846, -34
5577, -1485, -58
5578, 580, -24
5579, -2176, -18
5580, -1393, -12
5581, -1413, -6
5582, -3155, -2
5583, -1797, 3
5584, -2026, 8
5585, -4794, 12
5586, -2021, 17
5587, -1897, 22
5588, -4227, 26
5589, -1632, 31
5590, -2734, 35
5591, -4065, 39
5592, -821, 43
5593, -2396, 46
5594, -2856, 48
5595, -67, 49
5596, -2316, 49
5597, -1358, 48
5598, 1421, 47
5599, -1323, 44
5600, 162, 40
5601, 912, 36
5602, -819, 30
5603, 2152, 26
5604, 2915, 40
5605, -170, 15
5606, 2783, 10
5607, 2803, 4
5608, 1104, -1
5609, 3978, -14
5610, 2510, -12
5611, 1540, -36
5612, 4450, -39
5613, 2487, -28
5614, 2341, -33
5615, 4530, -37
5616, 1501, -82
5617, 1740, -43
5618, 3555, -45
5619, 743, -46
5620, 1861, -46
5621, 2521, -45
5622, -77, -44
5623, 1365, -42
5624, 1440, -39
5625, -1575, -36
5626, 605, -32
5627, -694, -27
5628, -2648, -22
5629, 34, -17
5630, -1644, -12
5631, -3407, -12
5632, -713, -1
5633, -2959, 5
5634, -3292, 10
5635, -1660, 14
5636, -4245, 20
5637, -3250, 25
5638, -2241, 29
5639, -4066, 33
5640, -3167, 36
5641, -2050, 40
5642, -4598, 42
5643, -1901, 44
5644, -1028, 45
5645, -3113, 92
5646, -162, 45
5647, -660, 44
5648, -2172, 42
5649, 684, 110
5650, 391, 36
5651, -1686, 32
5652, 2168, 29
5653, 700, 25
5654, 396, 20
5655, 3404, 15
5656, 1222, 9
5657, 1690, 3
5658, 4173, -3
5659, 1090, -10
5660, 3346, -16
5661, 4474, -21
5662, 1781, -26
5663, 3356, -30
5664, 4143, -34
5665, 1350, -74
5666, 3546, -41
5667, 3235, -44
5668, 452, -47
5669, 3317, -50
5670, 1430, -52
5671, 485, -106
5672, 2447, -52
5673, 527, -50
5674, -361, -46
5675, 1511, -41
5676, -1734, -36
5677, -1112, -30
5678, 91, -24
5679, -2940, -38
5680, -1361, -14
5681, -638, -9
5682, -3874, -8
5683, -2403, 1
5684, -2236, 6
5685, -4889, 24
5686, -1784, 17
5687, -2759, 23
5688, -4039, 29
5689, -715, 34
5690, -2386, 39
5691, -4183, 86
5692, -787, 46
5693, -2598, 48
5694, -3162, 49
5695, 27, 49
5696, -2719, 48
5697, -1545, 46
5698, 566, 43
5699, -1230, 40
5700, -355, 37
5701, 1929, 33
5702, -580, 29
5703, 2102, 24
5704, 2654, 19
5705, 534, 28
5706, 2534, 24
5707, 2789, 2
5708, 1388, -3
5709, 4514, -9
5710, 2975, -15
5711, 1658, -42
5712, 4711, -54
5713, 2515, -32
5714, 1857, -37
5715, 4175, -42
5716, 1887, -45
5717, 2108, -47
5718, 3709, -47
5719, 1149, -92
5720, 1719, -44
5721, 3248, -42
5722, -697, -40
5723, 1166, -108
5724, 1294, -74
5725, -1521, -70
5726, 591, -34
5727, -43, -31
5728, -2668, -27
5729, 392, -22
5730, -1862, -16
5731, -2927, -18
5732, -625, -4
5733, -2714, 5
5734, -3290, 11
5735, -2111, 17
5736, -3709, 23
5737, -3310, 56
5738, -1806, 32
5739, -4085, 37
5740, -2954, 40
5741, -1524, 43
5742, -3946, 45
5743, -1843, 47
5744, -1056, 94
5745, -2583, 47
5746, -770, 46
5747, -543, 45
5748, -1772, 43
5749, 261, 114
5750, 421, 38
5751, -523, 70
5752, 2311, 31
5753, 533, 26
5754, 608, 18
5755, 3431, 15
5756, 1757, 9
5757, 1757, 2
5758, 3949, -3
5759, 1458, -8
5760, 2483, -13
5761, 4192, -18
5762, 1152, -22
5763, 3252, -52
5764, 3919, -62
5765, 939, -36
5766, 3497, -40
5767, 2699, -44
5768, 427, -47
5769, 2951, -49
5770, 1867, -49
5771, 732, -49
5772, 2185, -47
5773, 137, -44
5774, -715, -41
5775, 1179, -37
5776, -1341, -32
5777, -784, -28
5778, 161, -23
5779, -2874, -18
5780, -1190, -13
5781, -635, -8
5782, -3909, -4
5783, -2158, 4
5784, -1928, 10
5785, -4563, 16
5786, -2100, 22
5787, -2928, 27
5788, -4439, 32
5789, -1884, 70
5790, -2698, 76
5791, -3674, 40
5792, -840, 42
5793, -2886, 43
5794, -2776, 43
5795, -391, 118
5796, -2313, 42
5797, -1538, 41
5798, 1010, 78
5799, -1795, 37
5800, 782, 35
5801, 1974, 32
5802, -164, 28
5803, 2039, 46
5804, 2465, 36
5805, 398, 12
5806, 3171, 6
5807, 2451, 1
5808, 1206, -5
5809, 3907, -10
5810, 2405, -14
5811, 2191, -19
5812, 4236, -24
5813, 2386, -29
5814, 1734, -34
5815, 3789, -39
5816, 2196, -43
5817, 2294, -47
5818, 3338, -49
5819, 1230, -50
5820, 1591, -49
5821, 2902, -48
5822, -962, -45
5823, 1287, -43
5824, 1137, -40
5825, -1632, -37
5826, -165, -34
5827, 192, -30
5828, -2419, -25
5829, -259, -8
